"PERSON_ID","RACE","GENDER","start_year"
20993,"White","Female",2011
20995,"Black/African-American","Male",2012
20996,"Black/African-American","Female",2013
20997,"No Data","Female",2014
20998,"White","Female",2012
20999,"White","Female",2011
21000,"Black/African-American","Male",2010
21001,"White","Male",2017
21002,"White","Female",2010
21004,"Black/African-American","Male",2012
21006,"Asian","Female",2013
21007,"Black/African-American","Female",2016
21008,"Black/African-American","Female",2014
21009,"White","Male",2013
21011,"White","Female",2012
21012,"Black/African-American","Female",2010
21013,"White","Female",2016
21014,"White","Male",2010
21016,"White","Male",2013
21018,"White","Male",2010
21020,"No Data","Male",2012
21021,"White","Female",2013
21022,"Black/African-American","Female",2011
21023,"White","Female",2011
21025,"Black/African-American","Male",2016
21027,"Black/African-American","Female",2010
21029,"No Data","Female",2012
21030,"No Data","Female",2012
21033,"White","Female",2015
21034,"Black/African-American","Male",2016
21035,"Black/African-American","Female",2012
21036,"White","Male",2016
21038,"No Data","Male",2015
21039,"Black/African-American","Male",2016
21040,"White","Female",2013
21042,"White","Female",2015
21043,"Black/African-American","Female",2017
21045,"White","Female",2017
21046,"Black/African-American","Female",2015
21047,"Black/African-American","Female",2016
21048,"Black/African-American","Male",2015
21049,"White","Male",2012
21050,"Black/African-American","Female",2012
21051,"White","Female",2012
21053,"White","Male",2014
21055,"White","Female",2011
21058,"White","Female",2012
21060,"White","Female",2015
21061,"Black/African-American","Female",2010
21063,"White","Female",2014
21065,"White","Female",2016
21067,"Black/African-American","Female",2010
21071,"Black/African-American","Female",2010
21072,"White","Female",2012
21073,"Black/African-American","Male",2015
21075,"White","Female",2013
21076,"White","Male",2017
21077,"Black/African-American","Female",2011
21078,"Black/African-American","Male",2015
21080,"White","Female",2017
21081,"No Data","Male",2011
21083,"White","Female",2016
21084,"Black/African-American","Female",2012
21085,"No Data","Female",2010
21087,"No Data","Male",2010
21088,"No Data","Female",2010
21090,"Black/African-American","Male",2014
21092,"White","Male",2012
21095,"Black/African-American","Male",2010
21096,"Black/African-American","Female",2013
21097,"Black/African-American","Male",2017
21098,"Black/African-American","Male",2015
21099,"White","Female",2015
21101,"Black/African-American","Male",2011
21105,"White","Female",2013
21106,"White","Male",2013
21107,"Black/African-American","Female",2013
21108,"Black/African-American","Female",2013
21109,"White","Female",2015
21110,"No Data","Male",2015
21111,"Asian","Female",2012
21112,"Black/African-American","Female",2010
21116,"White","Female",2017
21117,"White","Male",2014
21118,"White","Male",2011
21119,"White","Female",2012
21120,"White","Female",2014
21121,"No Data","Female",2010
21122,"Black/African-American","Female",2013
21124,"White","Male",2014
21125,"Black/African-American","Female",2014
21126,"Black/African-American","Female",2013
21128,"White","Female",2011
21129,"No Data","Male",2011
21133,"White","Male",2016
21136,"Black/African-American","Female",2010
21137,"White","Male",2013
21138,"White","Female",2014
21140,"Black/African-American","Female",2014
21142,"Black/African-American","Female",2012
21143,"Black/African-American","Male",2017
21144,"Black/African-American","Female",2016
21145,"No Data","Female",2016
21146,"Black/African-American","Male",2010
21147,"White","Male",2016
21148,"White","Male",2014
21149,"Black/African-American","Female",2012
21151,"Black/African-American","Male",2012
21153,"White","Male",2014
21155,"Black/African-American","Female",2011
21156,"White","Female",2010
21157,"Black/African-American","Male",2014
21158,"White","Female",2015
21161,"White","Female",2010
21162,"White","Female",2016
21166,"Black/African-American","Male",2010
21171,"White","Female",2010
21173,"White","Female",2013
21174,"White","Male",2015
21176,"No Data","Female",2012
21177,"Black/African-American","Female",2011
21178,"Asian","Male",2017
21180,"Black/African-American","Female",2015
21181,"White","Female",2011
21182,"Black/African-American","Female",2015
21184,"No Data","Female",2012
21186,"Black/African-American","Male",2016
21188,"Black/African-American","Female",2010
21189,"Biracial/Multiracial","Male",2015
21192,"No Data","Male",2013
21193,"No Data","Female",2010
21194,"Biracial/Multiracial","Male",2017
21196,"Black/African-American","Male",2017
21197,"No Data","Female",2011
21198,"Black/African-American","Female",2015
21200,"No Data","Male",2012
21203,"No Data","Male",2013
21204,"Black/African-American","Female",2011
21205,"White","Female",2015
21207,"White","Female",2011
21212,"Black/African-American","Female",2010
21214,"No Data","Male",2015
21215,"Biracial/Multiracial","Male",2011
21217,"White","Female",2011
21219,"White","Male",2013
21220,"Black/African-American","Female",2016
21222,"White","Male",2013
21223,"White","Female",2011
21224,"White","Male",2014
21226,"Black/African-American","Female",2010
21227,"White","Male",2015
21228,"Black/African-American","Female",2010
21234,"Black/African-American","Female",2010
21235,"Black/African-American","Male",2012
21236,"Black/African-American","Male",2014
21241,"Black/African-American","Male",2015
21242,"Black/African-American","Female",2011
21244,"No Data","Male",2015
21245,"White","Female",2016
21247,"No Data","Female",2010
21250,"White","Male",2016
21251,"White","Male",2013
21252,"Black/African-American","Female",2014
21253,"White","Male",2012
21254,"No Data","Male",2012
21255,"Black/African-American","Female",2010
21257,"Black/African-American","Female",2010
21258,"White","Female",2010
21259,"White","Female",2017
21260,"No Data","Male",2017
21261,"White","Female",2012
21262,"Black/African-American","Male",2011
21264,"Black/African-American","Female",2010
21265,"Black/African-American","Female",2017
21266,"White","Female",2010
21271,"White","Male",2011
21273,"Black/African-American","Male",2017
21274,"White","Male",2010
21275,"White","Male",2012
21277,"White","Male",2016
21278,"Black/African-American","Female",2011
21282,"White","Male",2010
21284,"Black/African-American","Female",2015
21285,"White","Female",2016
21287,"No Data","Female",2011
21291,"White","Male",2010
21292,"White","Female",2017
21294,"No Data","Male",2016
21296,"Black/African-American","Female",2016
21297,"Black/African-American","Female",2010
21299,"No Data","Female",2016
21300,"Black/African-American","Male",2015
21301,"White","Female",2010
21303,"White","Male",2011
21305,"No Data","Female",2015
21307,"White","Female",2015
21312,"Black/African-American","Male",2011
21313,"Black/African-American","Male",2017
21315,"Black/African-American","Female",2014
21316,"Black/African-American","Female",2016
21317,"No Data","Male",2015
21318,"White","Male",2013
21320,"White","Female",2012
21321,"Black/African-American","Female",2012
21322,"Black/African-American","Female",2014
21323,"White","Male",2010
21326,"No Data","Male",2010
21328,"No Data","Female",2011
21331,"Black/African-American","Female",2011
21334,"White","Male",2015
21337,"Black/African-American","Male",2016
21340,"White","Female",2010
21341,"Black/African-American","Female",2015
21343,"No Data","Male",2016
21346,"Black/African-American","Female",2011
21352,"White","Female",2012
21354,"White","Female",2016
21355,"White","Female",2010
21357,"No Data","Male",2010
21361,"White","Male",2017
21362,"Black/African-American","Male",2016
21363,"Black/African-American","Female",2011
21364,"No Data","Female",2011
21366,"No Data","Female",2016
21367,"No Data","Female",2015
21369,"No Data","Female",2015
21370,"Black/African-American","Male",2012
21373,"Black/African-American","Female",2015
21374,"White","Female",2010
21376,"White","Female",2016
21378,"White","Female",2010
21379,"White","Male",2015
21381,"White","Female",2014
21383,"No Data","Female",2016
21388,"Biracial/Multiracial","Male",2010
21389,"White","Female",2010
21391,"White","Female",2011
21392,"No Data","Female",2015
21394,"White","Male",2017
21395,"No Data","Female",2015
21396,"Black/African-American","Female",2014
21397,"Black/African-American","Female",2010
21398,"Asian","Female",2012
21400,"No Data","Female",2010
21401,"White","Male",2013
21404,"Black/African-American","Female",2017
21406,"White","Male",2010
21408,"White","Male",2013
21409,"White","Female",2010
21411,"White","Female",2010
21412,"No Data","Male",2010
21413,"Black/African-American","Male",2016
21414,"Black/African-American","Female",2015
21419,"Black/African-American","Female",2011
21422,"No Data","Female",2010
21423,"White","Female",2010
21425,"White","Male",2015
21426,"No Data","Female",2012
21427,"No Data","Female",2017
21428,"No Data","Male",2016
21430,"White","Male",2016
21435,"Black/African-American","Female",2010
21437,"Black/African-American","Female",2014
21438,"White","Female",2017
21439,"White","Female",2015
21444,"White","Male",2012
21446,"Biracial/Multiracial","Female",2014
21447,"White","Female",2013
21450,"White","Male",2016
21453,"White","Female",2010
21455,"Black/African-American","Female",2011
21457,"No Data","Male",2016
21458,"Black/African-American","Male",2016
21461,"White","Female",2011
21462,"White","Female",2013
21465,"White","Male",2014
21467,"White","Female",2013
21468,"White","Female",2011
21471,"White","Male",2011
21472,"Black/African-American","Male",2010
21474,"Black/African-American","Male",2014
21476,"Black/African-American","Female",2015
21478,"Black/African-American","Female",2017
21479,"Black/African-American","Male",2013
21480,"White","Female",2012
21482,"White","Female",2014
21483,"White","Female",2013
21486,"White","Male",2016
21489,"Asian","Female",2012
21491,"Black/African-American","Female",2013
21494,"No Data","Female",2015
21495,"White","Female",2016
21496,"White","Female",2011
21497,"No Data","Female",2017
21502,"White","Female",2013
21503,"Black/African-American","Male",2012
21504,"Black/African-American","Female",2012
21505,"White","Female",2014
21506,"White","Female",2014
21507,"White","Male",2016
21508,"No Data","Male",2016
21509,"White","Female",2014
21511,"White","Female",2010
21512,"White","Female",2015
21513,"White","Male",2016
21516,"White","Female",2010
21517,"Black/African-American","Male",2011
21518,"Black/African-American","Female",2014
21520,"Black/African-American","Female",2012
21521,"Black/African-American","Female",2011
21522,"White","Female",2010
21523,"No Data","Female",2016
21524,"No Data","Male",2011
21525,"Black/African-American","Female",2013
21528,"White","Male",2011
21529,"White","Female",2013
21531,"White","Male",2013
21539,"White","Male",2014
21541,"White","Female",2014
21542,"Black/African-American","Male",2011
21545,"Black/African-American","Female",2012
21546,"White","Male",2012
21547,"No Data","Female",2015
21548,"White","Male",2012
21550,"White","Male",2011
21553,"No Data","Male",2014
21554,"No Data","Male",2016
21556,"Black/African-American","Female",2012
21558,"White","Male",2010
21560,"No Data","Female",2013
21561,"Black/African-American","Male",2013
21564,"No Data","Female",2013
21571,"Biracial/Multiracial","Male",2010
21572,"White","Female",2013
21573,"Black/African-American","Male",2016
21574,"White","Female",2010
21576,"Black/African-American","Male",2014
21578,"Black/African-American","Female",2013
21579,"Black/African-American","Female",2010
21580,"No Data","Female",2010
21582,"Black/African-American","Female",2010
21584,"White","Female",2010
21585,"White","Female",2013
21587,"White","Female",2012
21588,"White","Female",2016
21590,"White","Female",2016
21591,"No Data","Female",2017
21592,"White","Female",2012
21596,"White","Female",2010
21597,"Black/African-American","Male",2010
21598,"Black/African-American","Female",2014
21600,"White","Female",2015
21602,"White","Female",2017
21604,"White","Female",2017
21605,"Black/African-American","Female",2015
21606,"No Data","Female",2016
21607,"White","Male",2012
21608,"Black/African-American","Female",2013
21612,"White","Male",2010
21615,"Black/African-American","Female",2010
21616,"Black/African-American","Male",2011
21620,"Black/African-American","Male",2010
21621,"Black/African-American","Female",2017
21623,"White","Male",2016
21625,"White","Male",2015
21626,"Black/African-American","Female",2012
21627,"White","Female",2011
21628,"Black/African-American","Female",2014
21631,"No Data","Female",2017
21632,"White","Female",2012
21634,"White","Female",2012
21635,"Black/African-American","Female",2010
21637,"Black/African-American","Female",2012
21639,"White","Male",2011
21640,"White","Male",2015
21642,"White","Female",2014
21643,"Black/African-American","Female",2010
21644,"White","Male",2013
21646,"White","Male",2016
21647,"Black/African-American","Male",2010
21648,"White","Female",2017
21649,"Black/African-American","Female",2011
21650,"Black/African-American","Female",2011
21652,"Black/African-American","Female",2014
21653,"Black/African-American","Female",2010
21654,"White","Male",2010
21655,"White","Female",2016
21656,"No Data","Male",2010
21657,"White","Male",2011
21658,"Black/African-American","Female",2011
21659,"Black/African-American","Female",2010
21660,"Black/African-American","Female",2011
21661,"No Data","Female",2017
21662,"Black/African-American","Female",2010
21663,"White","Female",2017
21665,"White","Female",2012
21667,"No Data","Male",2011
21668,"Black/African-American","Male",2011
21671,"Black/African-American","Female",2011
21672,"White","Female",2011
21675,"No Data","Female",2012
21676,"Black/African-American","Male",2012
21677,"Black/African-American","Female",2010
21679,"White","Female",2015
21682,"No Data","Male",2016
21684,"White","Female",2016
21686,"White","Male",2011
21687,"Biracial/Multiracial","Female",2016
21688,"White","Male",2013
21689,"White","Female",2010
21690,"Black/African-American","Female",2010
21691,"Black/African-American","Female",2011
21693,"Black/African-American","Female",2013
21694,"No Data","Female",2016
21695,"White","Male",2014
21697,"Black/African-American","Male",2014
21699,"White","Female",2013
21701,"Black/African-American","Male",2010
21704,"Black/African-American","Female",2015
21705,"White","Male",2011
21706,"White","Male",2012
21708,"White","Female",2010
21709,"White","Male",2012
21711,"White","Male",2015
21713,"Black/African-American","Female",2017
21716,"White","Female",2013
21718,"White","Female",2012
21719,"No Data","Female",2010
21720,"White","Female",2013
21721,"No Data","Male",2012
21722,"Black/African-American","Female",2010
21723,"Black/African-American","Female",2012
21724,"No Data","Female",2010
21725,"White","Male",2011
21726,"White","Female",2016
21727,"No Data","Female",2012
21728,"White","Female",2015
21732,"White","Male",2017
21735,"White","Female",2010
21737,"White","Female",2010
21738,"White","Male",2011
21740,"Black/African-American","Male",2012
21741,"White","Female",2012
21744,"White","Female",2016
21747,"White","Male",2013
21748,"Black/African-American","Male",2011
21749,"White","Female",2011
21751,"Black/African-American","Male",2010
21753,"Black/African-American","Female",2015
21755,"White","Male",2010
21757,"No Data","Male",2015
21758,"Black/African-American","Female",2010
21760,"Asian","Male",2016
21761,"White","Female",2012
21763,"No Data","Male",2014
21765,"Black/African-American","Male",2010
21767,"Black/African-American","Female",2014
21768,"Black/African-American","Female",2010
21769,"White","Female",2011
21771,"White","Female",2017
21772,"Black/African-American","Male",2015
21773,"White","Male",2010
21774,"White","Male",2012
21775,"White","Male",2011
21777,"White","Male",2016
21778,"Black/African-American","Male",2013
21780,"Black/African-American","Female",2012
21781,"White","Female",2015
21782,"White","Female",2010
21783,"No Data","Female",2012
21784,"No Data","Female",2016
21786,"White","Female",2015
21788,"Black/African-American","Male",2013
21790,"White","Female",2015
21791,"White","Male",2015
21794,"No Data","Female",2015
21795,"Black/African-American","Male",2015
21796,"White","Male",2013
21797,"White","Female",2010
21798,"White","Female",2015
21800,"No Data","Female",2012
21801,"White","Female",2014
21802,"Black/African-American","Female",2010
21803,"Black/African-American","Male",2017
21804,"White","Female",2012
21806,"White","Female",2014
21807,"White","Male",2016
21808,"White","Male",2011
21810,"White","Male",2012
21811,"White","Male",2011
21813,"Black/African-American","Male",2013
21814,"White","Female",2011
21815,"No Data","Female",2017
21816,"White","Male",2016
21820,"Black/African-American","Male",2012
21821,"Black/African-American","Male",2017
21822,"No Data","Female",2013
21824,"White","Male",2010
21825,"White","Male",2016
21826,"Black/African-American","Male",2016
21827,"White","Female",2012
21828,"White","Female",2011
21829,"White","Female",2015
21830,"White","Male",2012
21831,"White","Male",2016
21832,"White","Male",2016
21834,"White","Female",2012
21836,"Black/African-American","Female",2016
21837,"Black/African-American","Female",2011
21838,"Black/African-American","Female",2014
21839,"White","Male",2013
21840,"White","Male",2017
21841,"Black/African-American","Female",2012
21845,"Black/African-American","Female",2010
21846,"White","Male",2012
21847,"White","Female",2011
21849,"White","Female",2017
21850,"White","Male",2015
21853,"No Data","Female",2010
21855,"White","Male",2016
21856,"White","Female",2010
21857,"White","Male",2013
21858,"Black/African-American","Male",2010
21859,"White","Female",2015
21861,"White","Female",2010
21862,"White","Female",2010
21863,"White","Female",2012
21868,"White","Female",2012
21870,"White","Female",2010
21876,"Black/African-American","Female",2014
21877,"White","Female",2010
21878,"White","Male",2013
21879,"Black/African-American","Female",2013
21881,"Black/African-American","Female",2010
21882,"Black/African-American","Male",2014
21883,"No Data","Male",2012
21885,"White","Female",2016
21886,"No Data","Female",2016
21887,"White","Female",2012
21888,"White","Female",2010
21889,"White","Female",2010
21890,"White","Female",2011
21892,"Black/African-American","Female",2017
21893,"No Data","Female",2014
21894,"No Data","Male",2016
21897,"No Data","Female",2016
21899,"Black/African-American","Female",2015
21900,"Black/African-American","Female",2012
21901,"Black/African-American","Male",2015
21902,"Black/African-American","Female",2011
21903,"White","Male",2010
21904,"White","Female",2011
21906,"No Data","Female",2016
21907,"Black/African-American","Male",2012
21909,"Black/African-American","Male",2016
21910,"White","Female",2010
21916,"White","Female",2011
21917,"Black/African-American","Female",2011
21919,"Black/African-American","Male",2017
21921,"No Data","Female",2010
21922,"No Data","Female",2011
21923,"No Data","Female",2017
21926,"Black/African-American","Female",2013
21927,"Black/African-American","Female",2011
21928,"White","Female",2013
21929,"White","Female",2015
21930,"Black/African-American","Female",2013
21931,"White","Male",2011
21935,"White","Male",2010
21936,"Black/African-American","Male",2014
21939,"White","Female",2015
21940,"White","Male",2010
21942,"Black/African-American","Female",2016
21943,"Black/African-American","Male",2010
21944,"White","Female",2017
21945,"No Data","Female",2010
21946,"White","Female",2013
21947,"Black/African-American","Female",2010
21948,"Black/African-American","Male",2014
21950,"No Data","Female",2011
21951,"Black/African-American","Male",2010
21954,"White","Male",2010
21955,"No Data","Male",2012
21957,"White","Male",2013
21961,"Biracial/Multiracial","Female",2010
21964,"Black/African-American","Female",2012
21969,"No Data","Female",2010
21971,"No Data","Female",2016
21975,"Black/African-American","Female",2010
21976,"No Data","Female",2011
21977,"Black/African-American","Female",2010
21979,"White","Male",2017
21981,"White","Female",2010
21982,"White","Male",2011
21983,"Black/African-American","Female",2013
21984,"White","Male",2016
21985,"No Data","Male",2016
21991,"Black/African-American","Male",2016
21994,"White","Male",2014
21995,"White","Male",2013
21998,"Black/African-American","Female",2013
21999,"White","Female",2015
22000,"Black/African-American","Female",2011
22001,"No Data","Female",2010
22002,"Black/African-American","Female",2013
22004,"No Data","Male",2012
22005,"No Data","Male",2016
22006,"White","Male",2010
22007,"No Data","Female",2016
22010,"White","Female",2015
22011,"White","Female",2013
22012,"White","Male",2016
22013,"White","Female",2010
22014,"No Data","Male",2016
22015,"Black/African-American","Female",2014
22016,"Black/African-American","Female",2015
22017,"White","Female",2017
22018,"White","Female",2016
22019,"Black/African-American","Female",2017
22020,"Black/African-American","Female",2011
22021,"Black/African-American","Female",2010
22022,"No Data","Female",2010
22024,"No Data","Female",2017
22026,"No Data","Female",2015
22027,"White","Male",2010
22028,"Black/African-American","Male",2010
22029,"Black/African-American","Female",2015
22032,"Black/African-American","Male",2014
22036,"White","Male",2012
22040,"White","Female",2017
22041,"Black/African-American","Female",2012
22042,"White","Male",2016
22043,"No Data","Female",2011
22045,"Black/African-American","Male",2011
22047,"White","Male",2012
22049,"White","Female",2014
22050,"White","Female",2011
22052,"White","Female",2010
22053,"White","Male",2013
22054,"White","Female",2014
22055,"Black/African-American","Female",2015
22057,"White","Male",2016
22058,"White","Male",2017
22059,"White","Male",2015
22060,"No Data","Female",2017
22061,"Black/African-American","Female",2010
22062,"No Data","Male",2016
22063,"Black/African-American","Female",2012
22064,"No Data","Male",2016
22066,"Black/African-American","Female",2016
22067,"White","Female",2010
22070,"Black/African-American","Female",2014
22071,"Black/African-American","Female",2012
22072,"No Data","Male",2017
22075,"White","Male",2016
22078,"White","Male",2011
22079,"Black/African-American","Male",2012
22080,"Black/African-American","Female",2015
22082,"Black/African-American","Female",2012
22084,"White","Female",2016
22085,"Black/African-American","Female",2010
22089,"White","Male",2014
22090,"White","Female",2014
22091,"White","Female",2015
22092,"Black/African-American","Female",2010
22094,"Black/African-American","Female",2013
22095,"White","Male",2016
22097,"No Data","Female",2013
22099,"White","Male",2017
22100,"Black/African-American","Female",2013
22101,"White","Male",2010
22103,"American Indian/Alaskan Native","Male",2010
22105,"Black/African-American","Male",2017
22106,"No Data","Male",2017
22112,"No Data","Male",2014
22115,"Black/African-American","Female",2013
22116,"No Data","Female",2011
22117,"White","Female",2010
22118,"White","Male",2017
22120,"No Data","Male",2017
22121,"White","Male",2010
22122,"White","Female",2017
22123,"No Data","Female",2010
22125,"Black/African-American","Female",2017
22129,"White","Female",2015
22130,"Black/African-American","Male",2013
22132,"White","Male",2011
22134,"No Data","Female",2016
22135,"Black/African-American","Male",2015
22136,"White","Male",2016
22137,"Black/African-American","Female",2014
22138,"White","Female",2012
22141,"Black/African-American","Female",2014
22142,"White","Male",2015
22143,"Black/African-American","Male",2017
22144,"White","Male",2010
22147,"Black/African-American","Female",2010
22150,"No Data","Female",2010
22151,"Black/African-American","Female",2015
22155,"White","Male",2017
22156,"White","Male",2017
22157,"Black/African-American","Male",2014
22161,"Black/African-American","Male",2016
22166,"No Data","Male",2012
22167,"Black/African-American","Male",2010
22168,"Black/African-American","Female",2014
22169,"White","Female",2016
22170,"No Data","Female",2016
22171,"No Data","Female",2015
22172,"White","Female",2011
22173,"No Data","Male",2015
22174,"White","Male",2016
22178,"White","Female",2012
22180,"Black/African-American","Female",2010
22181,"Black/African-American","Male",2016
22183,"White","Female",2011
22184,"Black/African-American","Female",2015
22185,"No Data","Female",2016
22189,"No Data","Female",2015
22191,"White","Male",2016
22192,"White","Female",2010
22194,"Biracial/Multiracial","Female",2015
22197,"Black/African-American","Male",2013
22198,"Black/African-American","Female",2013
22199,"White","Male",2016
22200,"White","Female",2010
22201,"White","Female",2010
22202,"White","Female",2015
22203,"Biracial/Multiracial","Female",2011
22204,"Black/African-American","Male",2010
22205,"No Data","Female",2013
22206,"White","Female",2017
22207,"White","Female",2010
22210,"No Data","Female",2012
22211,"White","Female",2015
22212,"No Data","Female",2017
22213,"White","Female",2010
22217,"Black/African-American","Male",2010
22219,"Black/African-American","Male",2011
22220,"Black/African-American","Female",2011
22221,"No Data","Male",2017
22222,"White","Male",2014
22224,"No Data","Female",2014
22225,"Black/African-American","Male",2017
22227,"Black/African-American","Female",2010
22228,"Black/African-American","Female",2013
22229,"White","Female",2010
22231,"No Data","Female",2016
22232,"White","Female",2017
22233,"Black/African-American","Female",2014
22234,"White","Female",2010
22235,"No Data","Female",2015
22236,"No Data","Female",2010
22237,"White","Male",2014
22238,"White","Female",2016
22239,"Black/African-American","Female",2011
22241,"White","Female",2010
22242,"Black/African-American","Female",2016
22243,"Asian","Female",2015
22245,"White","Male",2017
22247,"Black/African-American","Female",2010
22248,"No Data","Male",2010
22249,"White","Male",2017
22252,"Black/African-American","Male",2010
22253,"White","Male",2015
22254,"Black/African-American","Female",2012
22256,"Black/African-American","Female",2012
22257,"White","Female",2013
22258,"White","Male",2010
22259,"White","Male",2012
22260,"No Data","Male",2012
22262,"No Data","Male",2015
22263,"White","Male",2013
22264,"No Data","Female",2015
22267,"No Data","Male",2014
22268,"Asian","Male",2016
22270,"No Data","Female",2010
22271,"Black/African-American","Female",2014
22272,"White","Male",2010
22273,"White","Male",2010
22274,"White","Female",2011
22276,"White","Female",2011
22278,"Black/African-American","Female",2014
22279,"Black/African-American","Male",2016
22280,"Black/African-American","Female",2014
22284,"White","Female",2015
22285,"White","Male",2017
22288,"Black/African-American","Male",2017
22289,"No Data","Male",2016
22292,"Biracial/Multiracial","Male",2016
22294,"No Data","Female",2017
22295,"White","Male",2011
22300,"Black/African-American","Male",2010
22301,"No Data","Female",2010
22303,"White","Male",2013
22304,"Black/African-American","Male",2013
22305,"No Data","Female",2013
22306,"Black/African-American","Male",2014
22307,"White","Male",2012
22308,"No Data","Male",2014
22309,"Black/African-American","Male",2017
22310,"No Data","Female",2013
22311,"Black/African-American","Female",2011
22312,"No Data","Female",2015
22313,"Black/African-American","Male",2013
22315,"No Data","Female",2015
22317,"White","Female",2017
22318,"No Data","Female",2016
22321,"Black/African-American","Female",2011
22322,"White","Male",2015
22323,"Black/African-American","Male",2010
22324,"Biracial/Multiracial","Male",2016
22325,"White","Male",2013
22326,"Black/African-American","Female",2012
22327,"No Data","Female",2017
22330,"White","Male",2011
22332,"Black/African-American","Female",2016
22333,"White","Male",2017
22334,"White","Female",2012
22335,"White","Female",2014
22343,"Asian","Female",2014
22344,"White","Male",2016
22345,"White","Female",2010
22351,"Black/African-American","Female",2010
22353,"White","Female",2012
22356,"White","Female",2010
22357,"No Data","Female",2010
22358,"White","Female",2010
22359,"White","Male",2015
22360,"Black/African-American","Female",2011
22361,"No Data","Female",2015
22363,"Black/African-American","Male",2016
22364,"Black/African-American","Male",2010
22365,"White","Female",2015
22367,"White","Female",2010
22368,"No Data","Female",2012
22371,"White","Male",2017
22373,"White","Female",2010
22375,"No Data","Female",2010
22377,"White","Female",2012
22378,"White","Male",2015
22379,"Biracial/Multiracial","Female",2010
22380,"Asian","Female",2015
22382,"White","Female",2017
22384,"Black/African-American","Female",2011
22387,"No Data","Male",2014
22389,"White","Male",2013
22390,"White","Male",2011
22391,"Black/African-American","Female",2013
22393,"Black/African-American","Female",2015
22394,"White","Female",2011
22396,"No Data","Female",2017
22397,"Black/African-American","Female",2010
22398,"White","Male",2016
22400,"No Data","Female",2017
22402,"White","Male",2015
22404,"Black/African-American","Female",2014
22406,"No Data","Female",2010
22414,"White","Female",2011
22416,"Black/African-American","Female",2013
22417,"No Data","Male",2017
22418,"White","Male",2017
22421,"Black/African-American","Female",2016
22424,"No Data","Male",2017
22425,"No Data","Female",2010
22427,"Black/African-American","Male",2016
22428,"No Data","Male",2017
22431,"White","Female",2013
22433,"White","Male",2015
22437,"Black/African-American","Female",2011
22438,"White","Male",2016
22440,"White","Female",2017
22443,"No Data","Female",2013
22445,"No Data","Female",2017
22448,"White","Male",2013
22449,"White","Male",2015
22452,"White","Female",2013
22453,"Black/African-American","Female",2017
22455,"White","Female",2010
22457,"Black/African-American","Female",2016
22458,"Black/African-American","Female",2013
22461,"Biracial/Multiracial","Female",2013
22463,"No Data","Female",2016
22464,"White","Male",2016
22467,"Asian","Male",2013
22468,"Black/African-American","Male",2016
22469,"White","Female",2012
22470,"Black/African-American","Female",2011
22471,"Black/African-American","Female",2017
22472,"White","Female",2016
22473,"White","Female",2010
22474,"Black/African-American","Male",2011
22476,"White","Female",2014
22477,"No Data","Female",2016
22478,"No Data","Female",2013
22479,"White","Female",2015
22484,"Black/African-American","Female",2017
22485,"Black/African-American","Female",2013
22486,"White","Female",2012
22487,"No Data","Male",2016
22488,"White","Male",2013
22489,"White","Male",2016
22490,"No Data","Male",2010
22492,"No Data","Male",2014
22494,"White","Female",2016
22495,"White","Female",2015
22497,"Black/African-American","Male",2015
22498,"Black/African-American","Female",2013
22500,"White","Female",2015
22501,"White","Female",2011
22502,"Black/African-American","Female",2013
22503,"White","Female",2011
22505,"White","Female",2014
22506,"Black/African-American","Female",2014
22507,"Black/African-American","Male",2015
22508,"White","Female",2010
22510,"White","Male",2010
22512,"Biracial/Multiracial","Male",2010
22513,"White","Female",2016
22514,"White","Male",2012
22515,"White","Male",2017
22517,"No Data","Female",2016
22520,"Black/African-American","Female",2011
22521,"White","Female",2015
22523,"White","Male",2011
22524,"Black/African-American","Female",2015
22526,"No Data","Male",2012
22527,"White","Female",2017
22529,"Black/African-American","Female",2012
22530,"Black/African-American","Female",2011
22531,"White","Female",2013
22532,"White","Male",2017
22537,"White","Female",2011
22538,"Black/African-American","Female",2013
22539,"Black/African-American","Female",2016
22542,"Black/African-American","Male",2015
22543,"White","Female",2011
22545,"No Data","Female",2017
22546,"No Data","Male",2014
22547,"White","Female",2010
22551,"White","Male",2012
22553,"White","Female",2015
22554,"Black/African-American","Female",2013
22557,"Black/African-American","Female",2016
22562,"White","Female",2013
22563,"Black/African-American","Male",2016
22565,"Black/African-American","Female",2012
22567,"No Data","Male",2015
22568,"Black/African-American","Female",2011
22570,"Black/African-American","Female",2010
22574,"Black/African-American","Female",2014
22576,"White","Female",2016
22577,"No Data","Male",2011
22578,"White","Female",2011
22579,"White","Female",2012
22580,"White","Male",2017
22581,"Black/African-American","Male",2015
22582,"Black/African-American","Female",2013
22583,"Black/African-American","Female",2012
22584,"White","Male",2016
22585,"White","Male",2014
22588,"No Data","Female",2015
22589,"No Data","Female",2015
22590,"Black/African-American","Female",2010
22592,"No Data","Female",2012
22593,"No Data","Male",2011
22594,"No Data","Male",2010
22596,"White","Female",2011
22599,"No Data","Female",2014
22601,"No Data","Male",2017
22602,"White","Male",2010
22603,"White","Male",2010
22604,"Black/African-American","Male",2015
22606,"Black/African-American","Female",2012
22608,"Black/African-American","Male",2014
22612,"Biracial/Multiracial","Female",2015
22619,"White","Male",2015
22620,"Black/African-American","Male",2010
22621,"No Data","Female",2010
22622,"No Data","Female",2016
